,acceptedNameUsage,acceptedScientificName,acceptedTaxonKey,accessRights,adm1,adm2,associatedReferences,associatedSequences,associatedTaxa,basisOfRecord,bibliographicCitation,catalogNumber,class,classKey,cloc,collectionCode,collectionID,collectionKey,continent,coordinatePrecision,coordinateUncertaintyInMeters,country,crawlId,datasetID,datasetKey,datasetName,dateIdentified,day,dynamicProperties,elevation,elevationAccuracy,establishmentMeans,eventDate,eventID,eventRemarks,eventTime,family,familyKey,fieldNumber,footprintSRS,footprintWKT,fullCountry,gbifID,genericName,genus,genusKey,geodeticDatum,georeferenceRemarks,georeferenceSources,habitat,higherClassification,higherGeography,hostingOrganizationKey,http://unknown.org/captive,http://unknown.org/language,http://unknown.org/license,http://unknown.org/nick,http://unknown.org/recordId,http://unknown.org/rights,http://unknown.org/rightsHolder,identificationID,identificationQualifier,identificationRemarks,identificationVerificationStatus,identifiedBy,identifier,individualCount,informationWithheld,installationKey,institutionCode,institutionID,institutionKey,isInCluster,island,islandGroup,ISO2,iucnRedListCategory,key,kingdom,kingdomKey,language,lastCrawled,lastInterpreted,lastParsed,lat,license,lifeStage,locality,locationID,locationRemarks,lon,modified,month,municipality,nameAccordingTo,nomenclaturalCode,occurrenceID,occurrenceRemarks,occurrenceStatus,order,orderKey,organismQuantity,organismQuantityType,originalNameUsage,otherCatalogNumbers,ownerInstitutionCode,phylum,phylumKey,preparations,projectId,protocol,publishingCountry,publishingOrgKey,recordedBy,references,rights,rightsHolder,samplingProtocol,scientificName,sex,species,speciesKey,specificEpithet,startDayOfYear,taxonConceptID,taxonID,taxonKey,taxonomicStatus,taxonRank,taxonRemarks,type,verbatimCoordinateSystem,verbatimEventDate,verbatimIdentification,verbatimLocality,verbatimSRS,verbatimTaxonRank,vernacularName,year,downloadDate
36,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Madeira,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,30126261,Insecta,216,"São Martinho, Funchal, Portugal, Madeira, Portugal, EUROPE",Observations,NA,NA,EUROPE,NA,NA,Portugal,1,NA,2bf7b2c0-34dc-4458-8ee4-4f99fac03b33,BioDiversity4All Research-grade Observations,NA,23,NA,NA,NA,NA,2019-07-23T00:00:00,NA,NA,02:44:00Z,Pyralidae,5336,NA,NA,NA,Portugal,2621932446,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,10038,NA,NA,NA,NA,https://www.biodiversity4all.org/observations/30126261,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,BioDiversity4All,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,NA,TRUE,NA,NA,PT,NE,2621932446,Animalia,1,en,2022-04-24T13:46:06.926+00:00,2022-09-08T12:50:37.578+00:00,2022-09-08T12:50:37.578+00:00,32.636294,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,"São Martinho, Funchal, Portugal",NA,NA,-16.941988,NA,7,NA,NA,NA,https://www.biodiversity4all.org/observations/30126261,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,BioDiversity4All,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,jkt,https://www.biodiversity4all.org/observations/30126261,NA,jkt,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,NA,1873051,ACCEPTED,SPECIES,NA,event,NA,NA,NA,NA,NA,NA,NA,2019,10/23/22
37,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Madeira,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,30126263,Insecta,216,"São Martinho, Funchal, Portugal, Madeira, Portugal, EUROPE",Observations,NA,NA,EUROPE,NA,NA,Portugal,1,NA,2bf7b2c0-34dc-4458-8ee4-4f99fac03b33,BioDiversity4All Research-grade Observations,NA,23,NA,NA,NA,NA,2019-07-23T00:00:00,NA,NA,02:45:00Z,Pyralidae,5336,NA,NA,NA,Portugal,2621932447,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,10038,NA,NA,NA,NA,https://www.biodiversity4all.org/observations/30126263,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,BioDiversity4All,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,NA,TRUE,NA,NA,PT,NE,2621932447,Animalia,1,en,2022-04-24T13:46:06.926+00:00,2022-09-08T12:50:37.578+00:00,2022-09-08T12:50:37.578+00:00,32.636294,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,"São Martinho, Funchal, Portugal",NA,NA,-16.941988,NA,7,NA,NA,NA,https://www.biodiversity4all.org/observations/30126263,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,BioDiversity4All,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,jkt,https://www.biodiversity4all.org/observations/30126263,NA,jkt,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,NA,1873051,ACCEPTED,SPECIES,NA,event,NA,NA,NA,NA,NA,NA,NA,2019,10/23/22
38,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Madeira,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,30126266,Insecta,216,"São Martinho, Funchal, Portugal, Madeira, Portugal, EUROPE",Observations,NA,NA,EUROPE,NA,NA,Portugal,1,NA,2bf7b2c0-34dc-4458-8ee4-4f99fac03b33,BioDiversity4All Research-grade Observations,NA,26,NA,NA,NA,NA,2019-07-26T00:00:00,NA,NA,23:23:00Z,Pyralidae,5336,NA,NA,NA,Portugal,2621932449,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,10038,NA,NA,NA,NA,https://www.biodiversity4all.org/observations/30126266,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,BioDiversity4All,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,NA,TRUE,NA,NA,PT,NE,2621932449,Animalia,1,en,2022-04-24T13:46:06.926+00:00,2022-09-08T12:50:37.578+00:00,2022-09-08T12:50:37.578+00:00,32.636294,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,"São Martinho, Funchal, Portugal",NA,NA,-16.941988,NA,7,NA,NA,NA,https://www.biodiversity4all.org/observations/30126266,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,BioDiversity4All,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,jkt,https://www.biodiversity4all.org/observations/30126266,NA,jkt,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,NA,1873051,ACCEPTED,SPECIES,NA,event,NA,NA,NA,NA,NA,NA,NA,2019,10/23/22
39,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Madeira,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,30126269,Insecta,216,"São Martinho, Funchal, Portugal, Madeira, Portugal, EUROPE",Observations,NA,NA,EUROPE,NA,NA,Portugal,1,NA,2bf7b2c0-34dc-4458-8ee4-4f99fac03b33,BioDiversity4All Research-grade Observations,NA,28,NA,NA,NA,NA,2019-07-28T00:00:00,NA,NA,03:25:00Z,Pyralidae,5336,NA,NA,NA,Portugal,2621932460,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,10038,NA,NA,NA,NA,https://www.biodiversity4all.org/observations/30126269,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,BioDiversity4All,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,NA,TRUE,NA,NA,PT,NE,2621932460,Animalia,1,en,2022-04-24T13:46:06.926+00:00,2022-09-08T12:50:37.578+00:00,2022-09-08T12:50:37.578+00:00,32.636294,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,"São Martinho, Funchal, Portugal",NA,NA,-16.941988,NA,7,NA,NA,NA,https://www.biodiversity4all.org/observations/30126269,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,BioDiversity4All,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,e3aa237e-53c8-4c46-93ef-77a18bb9c80e,jkt,https://www.biodiversity4all.org/observations/30126269,NA,jkt,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,NA,1873051,ACCEPTED,SPECIES,NA,event,NA,NA,NA,NA,NA,NA,NA,2019,10/23/22
72,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Islas Canarias,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,21112166,Insecta,216,"Islas Canarias, Spain",Observations,NA,NA,NA,NA,NA,Spain,321,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-03-10T14:36:25,4,NA,NA,NA,NA,2013-01-04T22:09:00,NA,NA,22:09:00+02:00,Pyralidae,5336,NA,NA,NA,Spain,2013719045,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,jkt,NA,NA,NA,47081336,NA,NA,NA,jkt,21112166,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,2013719045,Animalia,1,NA,2022-10-15T10:30:21.264+00:00,2022-10-15T15:39:51.256+00:00,2022-10-15T15:39:51.256+00:00,28.245278,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,-16.838889,2019-03-15T15:26:54.000+00:00,1,NA,NA,NA,https://www.inaturalist.org/observations/21112166,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,FI,28eb1a3f-1c15-4a95-931a-4af90ecb574d,jkt,https://www.inaturalist.org/observations/21112166,NA,jkt,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,548953,1873051,ACCEPTED,SPECIES,NA,NA,NA,2013/01/04 10:09 PM EET,NA,"Santa Cruz de Tenerife, Islas Canarias, Spain",NA,NA,NA,2013,10/23/22
58,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Islas Canarias,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,20979177,Insecta,216,"Islas Canarias, Spain",Observations,NA,NA,NA,NA,83,Spain,321,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-03-05T21:48:18,14,NA,NA,NA,NA,2017-12-14T20:13:00,NA,NA,20:13:00+01:00,Pyralidae,5336,NA,NA,NA,Spain,2013005499,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,simondenis142857,NA,NA,NA,46732177,NA,NA,NA,simondenis142857,20979177,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,2013005499,Animalia,1,NA,2022-10-15T10:30:21.264+00:00,2022-10-15T15:39:59.578+00:00,2022-10-15T15:39:59.578+00:00,28.211727,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Adult,NA,NA,NA,-16.811837,2020-02-25T16:06:35.000+00:00,12,NA,NA,NA,https://www.inaturalist.org/observations/20979177,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,simondenis142857,https://www.inaturalist.org/observations/20979177,NA,simondenis142857,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,548953,1873051,ACCEPTED,SPECIES,NA,NA,NA,2017/12/14 8:13 PM CET,NA,"Santa Cruz de Ténérife, Espagne",NA,NA,NA,2017,10/23/22
60,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Islas Canarias,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,63837626,Insecta,216,"Islas Canarias, Spain",Observations,NA,NA,NA,NA,NA,Spain,321,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-10-30T19:28:16,27,NA,NA,NA,NA,2016-12-27T02:33:00,NA,NA,02:33:00+03:00,Pyralidae,5336,NA,NA,NA,Spain,3005218552,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,jkt,NA,NA,NA,139286425,NA,NA,NA,jkt,63837626,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3005218552,Animalia,1,NA,2022-10-15T10:30:21.264+00:00,2022-10-15T15:17:40.766+00:00,2022-10-15T15:17:40.766+00:00,28.429412,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Adult,NA,NA,NA,-16.49647,2020-12-19T21:35:54.000+00:00,12,NA,NA,NA,https://www.inaturalist.org/observations/63837626,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,jkt,https://www.inaturalist.org/observations/63837626,NA,jkt,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,548953,1873051,ACCEPTED,SPECIES,NA,NA,NA,2016/12/27 2:33 AM +0300,NA,"38390 La Quinta, Santa Cruz de Tenerife, Spain",NA,NA,NA,2016,10/23/22
65,NA,"Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Islas Canarias,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,63032612,Insecta,216,"Islas Canarias, Spain",Observations,NA,NA,NA,NA,NA,Spain,321,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-10-19T19:07:39,30,NA,NA,NA,NA,2015-12-30T20:16:00,NA,NA,20:16:00+02:00,Pyralidae,5336,NA,NA,NA,Spain,3005194510,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,jkt,NA,NA,NA,137374557,NA,NA,NA,jkt,63032612,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3005194510,Animalia,1,NA,2022-10-15T10:30:21.264+00:00,2022-10-15T15:17:22.359+00:00,2022-10-15T15:17:22.359+00:00,28.429393,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Adult,NA,NA,NA,-16.496463,2020-12-19T21:35:56.000+00:00,12,NA,NA,NA,https://www.inaturalist.org/observations/63032612,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,jkt,https://www.inaturalist.org/observations/63032612,NA,jkt,NA,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,548953,1873051,ACCEPTED,SPECIES,NA,NA,NA,2015/12/30 8:16 PM +0200,NA,"38390 La Quinta, Santa Cruz de Tenerife, Spain",NA,NA,NA,2015,10/23/22
234,"Cryptoblabes gnidiella (Milliére, 1867)","Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Faro,NA,M. Corley field record,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Vale da Fonte, W. of Bordeira, Portugal, Faro, Portugal",Lepidoptera_Martin_Corley,NA,NA,NA,1.00E-05,707.11,Portugal,7,NA,0f7c7942-c5d2-435e-afba-97df549dbc19,Lepidoptera Martin Corley,NA,8,NA,NA,NA,NA,1996-06-08T00:00:00,NA,NA,NA,Pyralidae,5336,NA,NA,NA,Portugal,3391178054,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9322a8db-e5fa-481a-a459-ace2e0d5f4d3,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,CIBIO,NA,NA,FALSE,NA,NA,PT,NE,3391178054,Animalia,1,NA,2022-04-22T20:07:13.736+00:00,2022-09-08T11:48:12.306+00:00,2022-09-08T11:48:12.306+00:00,37.20845,http://creativecommons.org/licenses/by/4.0/legalcode,NA,"Vale da Fonte, W. of Bordeira, Portugal",NA,NA,-8.92111,2021-11-29T00:00:00.000+00:00,6,Aljezur,NA,NA,9322a8db-e5fa-481a-a459-ace2e0d5f4d3,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,37560003-ae75-43c3-95aa-48c98797aa2a,Martin Corley,NA,NA,NA,MV light,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,1446,1873051,ACCEPTED,SPECIES,NA,occurrence,NA,NA,NA,NA,PT-TM06/ETRS89,NA,NA,1996,10/23/22
235,"Cryptoblabes gnidiella (Milliére, 1867)","Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Faro,NA,M. Corley field record,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Vale da Fonte, W. of Bordeira, Portugal, Faro, Portugal",Lepidoptera_Martin_Corley,NA,NA,NA,1.00E-05,707.11,Portugal,7,NA,0f7c7942-c5d2-435e-afba-97df549dbc19,Lepidoptera Martin Corley,NA,20,NA,NA,NA,NA,1994-09-20T00:00:00,NA,NA,NA,Pyralidae,5336,NA,NA,NA,Portugal,3391197191,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fd87b480-aec0-4a2b-b272-87f6fafea4dd,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,CIBIO,NA,NA,FALSE,NA,NA,PT,NE,3391197191,Animalia,1,NA,2022-04-22T20:07:13.736+00:00,2022-09-08T11:48:16.808+00:00,2022-09-08T11:48:16.808+00:00,37.20845,http://creativecommons.org/licenses/by/4.0/legalcode,NA,"Vale da Fonte, W. of Bordeira, Portugal",NA,NA,-8.92111,2021-11-29T00:00:00.000+00:00,9,Aljezur,NA,NA,fd87b480-aec0-4a2b-b272-87f6fafea4dd,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,37560003-ae75-43c3-95aa-48c98797aa2a,Martin Corley,NA,NA,NA,MV light,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,1446,1873051,ACCEPTED,SPECIES,NA,occurrence,NA,NA,NA,NA,PT-TM06/ETRS89,NA,NA,1994,10/23/22
51,"Cryptoblabes gnidiella (Milliére, 1867)","Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Faro,NA,M. Corley field record,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Carrapateira, S.W. of Bordeira, Aljezur, Faro, Portugal",Lepidoptera_Martin_Corley,NA,NA,NA,1.00E-05,707.11,Portugal,7,NA,0f7c7942-c5d2-435e-afba-97df549dbc19,Lepidoptera Martin Corley,NA,8,NA,NA,NA,NA,2018-10-08T00:00:00,NA,NA,NA,Pyralidae,5336,NA,NA,NA,Portugal,3391183707,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4114cbb5-2275-4888-a545-131376a7cfe0,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,CIBIO,NA,NA,FALSE,NA,NA,PT,NE,3391183707,Animalia,1,NA,2022-04-22T20:07:13.736+00:00,2022-09-08T11:48:13.776+00:00,2022-09-08T11:48:13.776+00:00,37.19041,http://creativecommons.org/licenses/by/4.0/legalcode,NA,"Carrapateira, S.W. of Bordeira, Aljezur",NA,NA,-8.90986,2021-11-29T00:00:00.000+00:00,10,Aljezur,NA,NA,4114cbb5-2275-4888-a545-131376a7cfe0,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,37560003-ae75-43c3-95aa-48c98797aa2a,Martin Corley|Sónia Ferreira,NA,NA,NA,MV lights|UV lights,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,1446,1873051,ACCEPTED,SPECIES,NA,occurrence,NA,NA,NA,NA,PT-TM06/ETRS89,NA,NA,2018,10/23/22
78,"Cryptoblabes gnidiella (Milliére, 1867)","Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Faro,NA,M. Corley field record,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Carrapateira, S.W. of Bordeira, Aljezur, Faro, Portugal",Lepidoptera_Martin_Corley,NA,NA,NA,1.00E-05,707.11,Portugal,7,NA,0f7c7942-c5d2-435e-afba-97df549dbc19,Lepidoptera Martin Corley,NA,28,NA,NA,NA,NA,2010-10-28T00:00:00,NA,NA,NA,Pyralidae,5336,NA,NA,NA,Portugal,3391177216,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e3d1c5ff-ab40-4ad1-9cb1-9760e7043e7a,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,CIBIO,NA,NA,FALSE,NA,NA,PT,NE,3391177216,Animalia,1,NA,2022-04-22T20:07:13.736+00:00,2022-09-08T11:48:12.107+00:00,2022-09-08T11:48:12.107+00:00,37.19041,http://creativecommons.org/licenses/by/4.0/legalcode,NA,"Carrapateira, S.W. of Bordeira, Aljezur",NA,NA,-8.90986,2021-11-29T00:00:00.000+00:00,10,Aljezur,NA,NA,e3d1c5ff-ab40-4ad1-9cb1-9760e7043e7a,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,37560003-ae75-43c3-95aa-48c98797aa2a,Martin Corley,NA,NA,NA,MV light,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,1446,1873051,ACCEPTED,SPECIES,NA,occurrence,NA,NA,NA,NA,PT-TM06/ETRS89,NA,NA,2010,10/23/22
182,"Cryptoblabes gnidiella (Milliére, 1867)","Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Faro,NA,M. Corley field record,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Carrapateira, S.W. of Bordeira, Aljezur, Faro, Portugal",Lepidoptera_Martin_Corley,NA,NA,NA,1.00E-05,707.11,Portugal,7,NA,0f7c7942-c5d2-435e-afba-97df549dbc19,Lepidoptera Martin Corley,NA,5,NA,NA,NA,NA,1999-10-05T00:00:00,NA,NA,NA,Pyralidae,5336,NA,NA,NA,Portugal,3391188497,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a6c9c804-6d2d-40dc-84a7-a74b7820976b,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,CIBIO,NA,NA,FALSE,NA,NA,PT,NE,3391188497,Animalia,1,NA,2022-04-22T20:07:13.736+00:00,2022-09-08T11:48:15.028+00:00,2022-09-08T11:48:15.028+00:00,37.19041,http://creativecommons.org/licenses/by/4.0/legalcode,NA,"Carrapateira, S.W. of Bordeira, Aljezur",NA,NA,-8.90986,2021-11-29T00:00:00.000+00:00,10,Aljezur,NA,NA,a6c9c804-6d2d-40dc-84a7-a74b7820976b,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,37560003-ae75-43c3-95aa-48c98797aa2a,Martin Corley,NA,NA,NA,MV light,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,1446,1873051,ACCEPTED,SPECIES,NA,occurrence,NA,NA,NA,NA,PT-TM06/ETRS89,NA,NA,1999,10/23/22
236,"Cryptoblabes gnidiella (Milliére, 1867)","Cryptoblabes gnidiella (Milliére, 1867)",1873051,NA,Faro,NA,M. Corley field record,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Carrapateira, S.W. of Bordeira, Aljezur, Faro, Portugal",Lepidoptera_Martin_Corley,NA,NA,NA,1.00E-05,707.11,Portugal,7,NA,0f7c7942-c5d2-435e-afba-97df549dbc19,Lepidoptera Martin Corley,NA,6,NA,NA,NA,NA,1993-10-06T00:00:00,NA,NA,NA,Pyralidae,5336,NA,NA,NA,Portugal,3391193792,Cryptoblabes,Cryptoblabes,1873021,WGS84,NA,NA,NA,NA,NA,cdcc4ce1-7f6e-4ed2-b47c-eb451925b038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90964799-ef53-4b7d-aa20-d6cc7f4286a7,NA,NA,06d75b22-fc7a-42ff-a14f-65a25cd0f3ab,CIBIO,NA,NA,FALSE,NA,NA,PT,NE,3391193792,Animalia,1,NA,2022-04-22T20:07:13.736+00:00,2022-09-08T11:48:16.083+00:00,2022-09-08T11:48:16.083+00:00,37.19041,http://creativecommons.org/licenses/by/4.0/legalcode,NA,"Carrapateira, S.W. of Bordeira, Aljezur",NA,NA,-8.90986,2021-11-29T00:00:00.000+00:00,10,Aljezur,NA,NA,90964799-ef53-4b7d-aa20-d6cc7f4286a7,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,DWC_ARCHIVE,PT,37560003-ae75-43c3-95aa-48c98797aa2a,Martin Corley,NA,NA,NA,MV light,"Cryptoblabes gnidiella (Milliére, 1867)",NA,Cryptoblabes gnidiella,1873051,gnidiella,NA,NA,1446,1873051,ACCEPTED,SPECIES,NA,occurrence,NA,NA,NA,NA,PT-TM06/ETRS89,NA,NA,1993,10/23/22
